id,word,total num,low num,mid num,hig num,,,word,total num,low num,mid num,hig num,,,
11446,nonmeat,20,4,8,8,,,,,,,,,,
11447,elated,20,2,10,8,,,,,,,,,,
11448,password,20,6,10,4,,,,,,,,,,
11449,bt,20,9,7,4,,,,,,,,,,
11450,fricken,20,2,4,14,,,,,,,,,,
11451,enthusiasts,20,7,5,8,,,,,,,,,,
11452,versatile,20,2,8,10,,,,,,,,,,
11453,mochas,20,4,10,6,,,,,,,,,,
11454,syrah,20,1,15,4,,,,,,,,,,
11455,celebrities,20,4,8,8,,,,,,,,,,
11456,staffer,20,8,9,3,,,,,,,,,,
11457,arenas,20,4,8,8,,,,,,,,,,
11458,flatscreens,20,4,10,6,,,,,,,,,,
11459,rawhide,20,6,10,4,,,,,,,,,,
11460,dollops,20,4,11,5,,,,,,,,,,
11461,brazil,20,3,8,9,,,,,,,,,,
11462,adjoining,20,3,13,4,,,,,,,,,,
11463,nest,20,3,8,9,,,,,,,,,,
11464,aiko,20,0,5,15,,,,,,,,,,
11465,drybar,20,0,10,10,,,,,,,,,,
11466,dlicious,20,0,9,11,,,,,,,,,,
11467,author,20,0,4,16,,,,,,,,,,
11468,travis,19,7,9,3,,,,,,,,,,
11469,??!,19,13,3,3,,,,,,,,,,
11470,outcome,19,9,3,7,,,,,,,,,,
11471,contributed,19,6,8,5,,,,,,,,,,
11472,conservative,19,6,7,6,,,,,,,,,,
11473,alumni,19,8,5,6,,,,,,,,,,
11474,uneasy,19,14,3,2,,,,,,,,,,
11475,monaco,19,6,5,8,,,,,,,,,,
11476,gravity,19,7,7,5,,,,,,,,,,
11477,subtract,19,11,2,6,,,,,,,,,,
11478,mangos,19,9,3,7,,,,,,,,,,
11479,disdain,19,13,5,1,,,,,,,,,,
11480,aokay,19,15,4,0,,,,,,,,,,
11481,mcd,19,9,7,3,,,,,,,,,,
11482,ventilation,19,15,3,1,,,,,,,,,,
11483,portillos,19,6,3,10,,,,,,,,,,
11484,frames,19,6,8,5,,,,,,,,,,
11485,excite,19,11,4,4,,,,,,,,,,
11486,farts,19,9,9,1,,,,,,,,,,
11487,ddd,19,9,8,2,,,,,,,,,,
11488,lifeless,19,16,3,0,,,,,,,,,,
11489,fritos,19,5,8,6,,,,,,,,,,
11490,brewpub,19,9,9,1,,,,,,,,,,
11491,admitting,19,8,6,5,,,,,,,,,,
11492,reevaluate,19,11,5,3,,,,,,,,,,
11493,dumpster,19,12,4,3,,,,,,,,,,
11494,opa,19,5,9,5,,,,,,,,,,
11495,ranchero,19,10,7,2,,,,,,,,,,
11496,kiddie,19,9,5,5,,,,,,,,,,
11497,dana,19,6,9,4,,,,,,,,,,
11498,collective,19,11,6,2,,,,,,,,,,
11499,dixie,19,6,7,6,,,,,,,,,,
11500,goers,19,5,12,2,,,,,,,,,,
11501,shareable,19,2,11,6,,,,,,,,,,
11502,macalpine,19,7,9,3,,,,,,,,,,
11503,eek,19,12,6,1,,,,,,,,,,
11504,likewise,19,7,10,2,,,,,,,,,,
11505,weirdest,19,11,6,2,,,,,,,,,,
11506,opentable,19,10,3,6,,,,,,,,,,
11507,torch,19,3,4,12,,,,,,,,,,
11508,shishito,19,6,5,8,,,,,,,,,,
11509,colossal,19,8,6,5,,,,,,,,,,
11510,pretension,19,4,11,4,,,,,,,,,,
11511,suspicion,19,11,8,0,,,,,,,,,,
11512,sears,19,6,10,3,,,,,,,,,,
11513,excel,19,7,5,7,,,,,,,,,,
11514,richer,19,6,7,6,,,,,,,,,,
11515,firemen,19,5,7,7,,,,,,,,,,
11516,sixth,19,7,6,6,,,,,,,,,,
11517,cheapskate,19,8,7,4,,,,,,,,,,
11518,subdued,19,9,5,5,,,,,,,,,,
11519,intensely,19,3,7,9,,,,,,,,,,
11520,lids,19,9,7,3,,,,,,,,,,
11521,snappy,19,7,6,6,,,,,,,,,,
11522,trading,19,7,8,4,,,,,,,,,,
11523,displeased,19,7,9,3,,,,,,,,,,
11524,sideways,19,13,5,1,,,,,,,,,,
11525,ztejas,19,10,8,1,,,,,,,,,,
11526,challenges,19,7,8,4,,,,,,,,,,
11527,employ,19,4,10,5,,,,,,,,,,
11528,heaps,19,6,8,5,,,,,,,,,,
11529,realistic,19,5,10,4,,,,,,,,,,
11530,misplaced,19,8,4,7,,,,,,,,,,
11531,overcook,19,10,4,5,,,,,,,,,,
11532,specializing,19,9,8,2,,,,,,,,,,
11533,photograph,19,11,6,2,,,,,,,,,,
11534,welcomes,19,2,4,13,,,,,,,,,,
11535,conclude,19,13,3,3,,,,,,,,,,
11536,luau,19,1,10,8,,,,,,,,,,
11537,bravas,19,4,8,7,,,,,,,,,,
11538,announcement,19,7,8,4,,,,,,,,,,
11539,waaaaay,19,12,2,5,,,,,,,,,,
11540,pencil,19,10,6,3,,,,,,,,,,
11541,survey,19,10,4,5,,,,,,,,,,
11542,explanations,19,10,7,2,,,,,,,,,,
11543,fava,19,1,9,9,,,,,,,,,,
11544,tissue,19,9,5,5,,,,,,,,,,
11545,snatch,19,6,10,3,,,,,,,,,,
11546,appetit,19,4,6,9,,,,,,,,,,
11547,pedestrians,19,12,5,2,,,,,,,,,,
11548,perfunctory,19,14,5,0,,,,,,,,,,
11549,reserving,19,8,7,4,,,,,,,,,,
11550,exceed,19,4,8,7,,,,,,,,,,
11551,cocacola,19,4,8,7,,,,,,,,,,
11552,punches,19,4,10,5,,,,,,,,,,
11553,medallions,19,7,6,6,,,,,,,,,,
11554,catches,19,9,7,3,,,,,,,,,,
11555,displaying,19,8,7,4,,,,,,,,,,
11556,dusk,19,5,5,9,,,,,,,,,,
11557,restricted,19,11,7,1,,,,,,,,,,
11558,safer,19,10,7,2,,,,,,,,,,
11559,glitter,19,5,9,5,,,,,,,,,,
11560,sunsplash,19,7,9,3,,,,,,,,,,
11561,exhibition,19,4,6,9,,,,,,,,,,
11562,finicky,19,3,8,8,,,,,,,,,,
11563,streaming,19,5,10,4,,,,,,,,,,
11564,producing,19,6,7,6,,,,,,,,,,
11565,flamingo,19,5,12,2,,,,,,,,,,
11566,ceramic,19,9,4,6,,,,,,,,,,
11567,cabinets,19,12,5,2,,,,,,,,,,
11568,gettin,19,5,9,5,,,,,,,,,,
11569,lavish,19,4,7,8,,,,,,,,,,
11570,stripe,19,7,3,9,,,,,,,,,,
11571,pews,19,5,5,9,,,,,,,,,,
11572,scraps,19,14,4,1,,,,,,,,,,
11573,chopstick,19,7,9,3,,,,,,,,,,
11574,await,19,5,4,10,,,,,,,,,,
11575,openness,19,8,7,4,,,,,,,,,,
11576,vent,19,9,7,3,,,,,,,,,,
11577,crowding,19,5,7,7,,,,,,,,,,
11578,cabela,19,7,7,5,,,,,,,,,,
11579,permit,19,6,4,9,,,,,,,,,,
11580,padres,19,3,11,5,,,,,,,,,,
11581,mundane,19,4,7,8,,,,,,,,,,
11582,baskin,19,8,8,3,,,,,,,,,,
11583,robbins,19,8,7,4,,,,,,,,,,
11584,requiring,19,7,7,5,,,,,,,,,,
11585,primo,19,6,8,5,,,,,,,,,,
11586,grandmas,19,8,6,5,,,,,,,,,,
11587,bald,19,10,3,6,,,,,,,,,,
11588,clogged,19,10,6,3,,,,,,,,,,
11589,von,19,5,6,8,,,,,,,,,,
11590,koobideh,19,5,11,3,,,,,,,,,,
11591,impressively,19,5,7,7,,,,,,,,,,
11592,screwing,19,13,4,2,,,,,,,,,,
11593,believing,19,9,3,7,,,,,,,,,,
11594,miu,19,8,2,9,,,,,,,,,,
11595,fullon,19,7,9,3,,,,,,,,,,
11596,welllit,19,6,10,3,,,,,,,,,,
11597,reasoning,19,13,2,4,,,,,,,,,,
11598,tomatoe,19,6,8,5,,,,,,,,,,
11599,reisling,19,7,8,4,,,,,,,,,,
11600,breadstick,19,8,5,6,,,,,,,,,,
11601,environmentally,19,5,5,9,,,,,,,,,,
11602,volumes,19,5,7,7,,,,,,,,,,
11603,qualifies,19,11,7,1,,,,,,,,,,
11604,forehead,19,10,6,3,,,,,,,,,,
11605,unforgettable,19,2,8,9,,,,,,,,,,
11606,embarassed,19,6,5,8,,,,,,,,,,
11607,latino,19,3,5,11,,,,,,,,,,
11608,rats,19,11,4,4,,,,,,,,,,
11609,stickler,19,8,4,7,,,,,,,,,,
11610,employed,19,4,9,6,,,,,,,,,,
11611,hoagies,19,7,5,7,,,,,,,,,,
11612,directing,19,7,6,6,,,,,,,,,,
11613,hazy,19,4,10,5,,,,,,,,,,
11614,eden,19,6,4,9,,,,,,,,,,
11615,tents,19,4,8,7,,,,,,,,,,
11616,ensures,19,6,8,5,,,,,,,,,,
11617,harmony,19,4,6,9,,,,,,,,,,
11618,scoff,19,5,8,6,,,,,,,,,,
11619,millionaires,19,9,4,6,,,,,,,,,,
11620,appletini,19,7,5,7,,,,,,,,,,
11621,sewage,19,13,6,0,,,,,,,,,,
11622,domino,19,7,10,2,,,,,,,,,,
11623,compadres,19,11,5,3,,,,,,,,,,
11624,lou,19,9,6,4,,,,,,,,,,
11625,blacked,19,5,10,4,,,,,,,,,,
11626,hazelwoods,19,15,4,0,,,,,,,,,,
11627,abandon,19,11,4,4,,,,,,,,,,
11628,ankle,19,8,3,8,,,,,,,,,,
11629,stereo,19,7,5,7,,,,,,,,,,
11630,obama,19,7,7,5,,,,,,,,,,
11631,damnit,19,4,13,2,,,,,,,,,,
11632,notsogood,19,9,8,2,,,,,,,,,,
11633,cos,19,3,11,5,,,,,,,,,,
11634,sizzle,19,5,6,8,,,,,,,,,,
11635,monroe,19,7,8,4,,,,,,,,,,
11636,stain,19,8,9,2,,,,,,,,,,
11637,twinkle,19,3,7,9,,,,,,,,,,
11638,finishes,19,8,8,3,,,,,,,,,,
11639,prowl,19,7,8,4,,,,,,,,,,
11640,ploy,19,10,7,2,,,,,,,,,,
11641,passengers,19,7,8,4,,,,,,,,,,
11642,carving,19,5,5,9,,,,,,,,,,
11643,scantily,19,9,8,2,,,,,,,,,,
11644,skee,19,6,6,7,,,,,,,,,,
11645,sheraton,19,9,4,6,,,,,,,,,,
11646,pebbles,19,1,12,6,,,,,,,,,,
11647,funnel,19,7,8,4,,,,,,,,,,
11648,souffl,19,3,7,9,,,,,,,,,,
11649,diavolo,19,8,8,3,,,,,,,,,,
11650,nee,19,8,7,4,,,,,,,,,,
11651,briny,19,2,8,9,,,,,,,,,,
11652,grin,19,7,3,9,,,,,,,,,,
11653,wiener,19,4,12,3,,,,,,,,,,
11654,slope,19,3,8,8,,,,,,,,,,
11655,detest,19,9,7,3,,,,,,,,,,
11656,vinegarette,19,9,6,4,,,,,,,,,,
11657,dances,19,4,10,5,,,,,,,,,,
11658,oblivious,19,9,7,3,,,,,,,,,,
11659,ritzy,19,9,6,4,,,,,,,,,,
11660,bookmarks,19,9,5,5,,,,,,,,,,
11661,curve,19,4,8,7,,,,,,,,,,
11662,alleys,19,6,10,3,,,,,,,,,,
11663,amazon,19,9,6,4,,,,,,,,,,
11664,planted,19,4,10,5,,,,,,,,,,
11665,meandering,19,6,7,6,,,,,,,,,,
11666,roommates,19,6,8,5,,,,,,,,,,
11667,atomic,19,3,8,8,,,,,,,,,,
11668,planks,19,5,7,7,,,,,,,,,,
11669,sauntered,19,4,9,6,,,,,,,,,,
11670,gandolfo,19,14,3,2,,,,,,,,,,
11671,adopted,19,7,2,10,,,,,,,,,,
11672,playful,19,1,5,13,,,,,,,,,,
11673,textured,19,5,5,9,,,,,,,,,,
11674,creamiest,19,1,6,12,,,,,,,,,,
11675,uninteresting,19,16,2,1,,,,,,,,,,
11676,intentional,19,12,5,2,,,,,,,,,,
11677,bearing,19,2,9,8,,,,,,,,,,
11678,syndrome,19,12,2,5,,,,,,,,,,
11679,jew,19,7,9,3,,,,,,,,,,
11680,farewell,19,8,9,2,,,,,,,,,,
11681,tempt,19,3,8,8,,,,,,,,,,
11682,teaspoon,19,14,4,1,,,,,,,,,,
11683,biscotti,19,3,11,5,,,,,,,,,,
11684,refresher,19,7,9,3,,,,,,,,,,
11685,splurging,19,5,8,6,,,,,,,,,,
11686,jager,19,4,11,4,,,,,,,,,,
11687,madetoorder,19,3,10,6,,,,,,,,,,
11688,palomar,19,3,11,5,,,,,,,,,,
11689,lumps,19,9,7,3,,,,,,,,,,
11690,fillets,19,5,6,8,,,,,,,,,,
11691,occassions,19,5,8,6,,,,,,,,,,
11692,rubios,19,9,9,1,,,,,,,,,,
11693,discouraged,19,8,6,5,,,,,,,,,,
11694,doh,19,4,10,5,,,,,,,,,,
11695,??!!,19,6,6,7,,,,,,,,,,
11696,priorities,19,3,9,7,,,,,,,,,,
11697,nieces,19,8,8,3,,,,,,,,,,
11698,aw,19,4,6,9,,,,,,,,,,
11699,towner,19,4,5,10,,,,,,,,,,
11700,delicacy,19,2,12,5,,,,,,,,,,
11701,andrea,19,5,5,9,,,,,,,,,,
11702,raj,19,3,11,5,,,,,,,,,,
11703,autumn,19,7,8,4,,,,,,,,,,
11704,brothy,19,4,10,5,,,,,,,,,,
11705,dismayed,19,9,6,4,,,,,,,,,,
11706,bibimbap,19,5,12,2,,,,,,,,,,
11707,claw,19,7,3,9,,,,,,,,,,
11708,wineries,19,4,4,11,,,,,,,,,,
11709,stupidly,19,7,5,7,,,,,,,,,,
11710,aligned,19,4,7,8,,,,,,,,,,
11711,victim,19,11,1,7,,,,,,,,,,
11712,microbrewery,19,7,8,4,,,,,,,,,,
11713,disservice,19,2,4,13,,,,,,,,,,
11714,agrees,19,6,8,5,,,,,,,,,,
11715,usage,19,4,6,9,,,,,,,,,,
11716,shumai,19,3,12,4,,,,,,,,,,
11717,nutcracker,19,2,8,9,,,,,,,,,,
11718,witch,19,9,5,5,,,,,,,,,,
11719,explored,19,4,12,3,,,,,,,,,,
11720,application,19,3,9,7,,,,,,,,,,
11721,functions,19,5,10,4,,,,,,,,,,
11722,muenster,19,6,10,3,,,,,,,,,,
11723,etouffee,19,5,8,6,,,,,,,,,,
11724,rr,19,7,8,4,,,,,,,,,,
11725,chymist,19,3,9,7,,,,,,,,,,
11726,rockefeller,19,4,9,6,,,,,,,,,,
11727,transplants,19,5,11,3,,,,,,,,,,
11728,moron,19,5,5,9,,,,,,,,,,
11729,zoyo,19,1,9,9,,,,,,,,,,
11730,productive,19,4,9,6,,,,,,,,,,
11731,quesa,19,6,9,4,,,,,,,,,,
11732,cuon,19,3,14,2,,,,,,,,,,
11733,encourages,19,3,11,5,,,,,,,,,,
11734,canvas,19,4,8,7,,,,,,,,,,
11735,stocks,19,5,8,6,,,,,,,,,,
11736,chillies,19,6,10,3,,,,,,,,,,
11737,sacrificing,19,5,9,5,,,,,,,,,,
11738,gambas,19,6,10,3,,,,,,,,,,
11739,traveler,19,7,8,4,,,,,,,,,,
11740,amiable,19,3,10,6,,,,,,,,,,
11741,gogo,19,11,7,1,,,,,,,,,,
11742,pr,19,5,5,9,,,,,,,,,,
11743,truely,19,2,6,11,,,,,,,,,,
11744,sectioned,19,4,8,7,,,,,,,,,,
11745,canoli,19,3,11,5,,,,,,,,,,
11746,kimchee,19,5,9,5,,,,,,,,,,
11747,crabcake,19,3,12,4,,,,,,,,,,
11748,hermosa,19,4,9,6,,,,,,,,,,
11749,ceaser,19,4,12,3,,,,,,,,,,
11750,resturants,19,2,12,5,,,,,,,,,,
11751,fanciest,19,3,9,7,,,,,,,,,,
11752,hiccup,19,2,13,4,,,,,,,,,,
11753,hannah,19,3,9,7,,,,,,,,,,
11754,softest,19,1,9,9,,,,,,,,,,
11755,richie,19,2,3,14,,,,,,,,,,
11756,popeye,19,2,11,6,,,,,,,,,,
11757,grassroots,19,3,12,4,,,,,,,,,,
11758,vodkas,19,3,8,8,,,,,,,,,,
11759,friendship,19,2,5,12,,,,,,,,,,
11760,globe,19,2,7,10,,,,,,,,,,
11761,chaparral,19,1,7,11,,,,,,,,,,
11762,godiva,19,0,12,7,,,,,,,,,,
11763,leo,19,0,12,7,,,,,,,,,,
11764,perry,19,0,9,10,,,,,,,,,,
11765,wedged,18,8,7,3,,,,,,,,,,
11766,touted,18,9,6,3,,,,,,,,,,
11767,placement,18,8,9,1,,,,,,,,,,
11768,altered,18,7,6,5,,,,,,,,,,
11769,pissy,18,15,1,2,,,,,,,,,,
11770,cabo,18,5,7,6,,,,,,,,,,
11771,spoonfuls,18,12,3,3,,,,,,,,,,
11772,harkin,18,5,9,4,,,,,,,,,,
11773,chasing,18,14,2,2,,,,,,,,,,
11774,confection,18,2,6,10,,,,,,,,,,
11775,haze,18,4,6,8,,,,,,,,,,
11776,downing,18,5,7,6,,,,,,,,,,
11777,refresh,18,7,6,5,,,,,,,,,,
11778,flatscreen,18,4,11,3,,,,,,,,,,
11779,tfk,18,6,7,5,,,,,,,,,,
11780,banner,18,7,7,4,,,,,,,,,,
11781,maduros,18,6,6,6,,,,,,,,,,
11782,budino,18,3,7,8,,,,,,,,,,
11783,deceptively,18,3,11,4,,,,,,,,,,
11784,drippy,18,7,7,4,,,,,,,,,,
11785,onestar,18,12,4,2,,,,,,,,,,
11786,maiden,18,4,10,4,,,,,,,,,,
11787,entryway,18,7,4,7,,,,,,,,,,
11788,effectively,18,8,4,6,,,,,,,,,,
11789,jackass,18,7,9,2,,,,,,,,,,
11790,vin,18,6,10,2,,,,,,,,,,
11791,remnants,18,10,6,2,,,,,,,,,,
11792,lighten,18,11,4,3,,,,,,,,,,
11793,geniuses,18,6,7,5,,,,,,,,,,
11794,textural,18,3,10,5,,,,,,,,,,
11795,sighed,18,11,4,3,,,,,,,,,,
11796,sewer,18,13,4,1,,,,,,,,,,
11797,frightened,18,6,8,4,,,,,,,,,,
11798,cutie,18,1,10,7,,,,,,,,,,
11799,fluid,18,14,2,2,,,,,,,,,,
11800,panties,18,5,5,8,,,,,,,,,,
11801,anti,18,3,8,7,,,,,,,,,,
11802,warp,18,9,7,2,,,,,,,,,,
11803,wolfpack,18,8,6,4,,,,,,,,,,
11804,quirks,18,4,7,7,,,,,,,,,,
11805,gadgets,18,7,6,5,,,,,,,,,,
11806,multi,18,7,5,6,,,,,,,,,,
11807,roles,18,5,8,5,,,,,,,,,,
11808,selfservice,18,11,4,3,,,,,,,,,,
11809,huitlacoche,18,6,8,4,,,,,,,,,,
11810,derby,18,6,8,4,,,,,,,,,,
11811,strudel,18,4,11,3,,,,,,,,,,
11812,bricks,18,5,9,4,,,,,,,,,,
11813,surfer,18,7,6,5,,,,,,,,,,
11814,hygiene,18,9,5,4,,,,,,,,,,
11815,unclear,18,10,6,2,,,,,,,,,,
11816,plasma,18,10,3,5,,,,,,,,,,
11817,underdressed,18,11,5,2,,,,,,,,,,
11818,awkwardness,18,6,6,6,,,,,,,,,,
11819,salivate,18,4,7,7,,,,,,,,,,
11820,twinkling,18,4,9,5,,,,,,,,,,
11821,graduate,18,3,10,5,,,,,,,,,,
11822,bacteria,18,13,4,1,,,,,,,,,,
11823,inspires,18,6,5,7,,,,,,,,,,
11824,relation,18,6,8,4,,,,,,,,,,
11825,openly,18,10,6,2,,,,,,,,,,
11826,hardtofind,18,6,10,2,,,,,,,,,,
11827,redneck,18,5,8,5,,,,,,,,,,
11828,fuckin,18,9,7,2,,,,,,,,,,
11829,frantically,18,10,3,5,,,,,,,,,,
11830,annoyances,18,6,10,2,,,,,,,,,,
11831,teachers,18,6,6,6,,,,,,,,,,
11832,rhyme,18,8,4,6,,,,,,,,,,
11833,misfortune,18,12,3,3,,,,,,,,,,
11834,musicals,18,1,8,9,,,,,,,,,,
11835,logical,18,7,6,5,,,,,,,,,,
11836,innocent,18,12,3,3,,,,,,,,,,
11837,glob,18,10,6,2,,,,,,,,,,
11838,completes,18,5,7,6,,,,,,,,,,
11839,tickled,18,5,8,5,,,,,,,,,,
11840,oc,18,7,7,4,,,,,,,,,,
11841,stages,18,6,9,3,,,,,,,,,,
11842,taped,18,9,5,4,,,,,,,,,,
11843,betcha,18,5,8,5,,,,,,,,,,
11844,vesuvius,18,7,8,3,,,,,,,,,,
11845,government,18,7,9,2,,,,,,,,,,
11846,evolved,18,8,4,6,,,,,,,,,,
11847,tablespoons,18,13,2,3,,,,,,,,,,
11848,losers,18,12,5,1,,,,,,,,,,
11849,subjected,18,9,8,1,,,,,,,,,,
11850,genres,18,11,3,4,,,,,,,,,,
11851,outright,18,8,10,0,,,,,,,,,,
11852,mercy,18,4,9,5,,,,,,,,,,
11853,growth,18,8,2,8,,,,,,,,,,
11854,dreary,18,7,7,4,,,,,,,,,,
11855,maitre,18,9,2,7,,,,,,,,,,
11856,dominated,18,8,6,4,,,,,,,,,,
11857,godfather,18,4,8,6,,,,,,,,,,
11858,preventing,18,4,8,6,,,,,,,,,,
11859,clove,18,5,3,10,,,,,,,,,,
11860,sucky,18,11,5,2,,,,,,,,,,
11861,proprietors,18,4,10,4,,,,,,,,,,
11862,misting,18,6,9,3,,,,,,,,,,
11863,mina,18,7,7,4,,,,,,,,,,
11864,stash,18,6,4,8,,,,,,,,,,
11865,impeccably,18,2,7,9,,,,,,,,,,
11866,erin,18,8,7,3,,,,,,,,,,
11867,giraffes,18,7,8,3,,,,,,,,,,
11868,glam,18,6,8,4,,,,,,,,,,
11869,detracted,18,9,8,1,,,,,,,,,,
11870,lightest,18,4,7,7,,,,,,,,,,
11871,bandito,18,4,4,10,,,,,,,,,,
11872,entirety,18,9,3,6,,,,,,,,,,
11873,kissing,18,6,6,6,,,,,,,,,,
11874,identified,18,9,9,0,,,,,,,,,,
11875,recurring,18,8,7,3,,,,,,,,,,
11876,rung,18,14,2,2,,,,,,,,,,
11877,obscene,18,7,7,4,,,,,,,,,,
11878,politics,18,6,9,3,,,,,,,,,,
11879,dimmed,18,4,9,5,,,,,,,,,,
11880,auntie,18,5,11,2,,,,,,,,,,
11881,unwrapped,18,14,3,1,,,,,,,,,,
11882,og,18,5,10,3,,,,,,,,,,
11883,sonic,18,12,2,4,,,,,,,,,,
11884,shifts,18,6,5,7,,,,,,,,,,
11885,meticulously,18,3,6,9,,,,,,,,,,
11886,uhhh,18,13,2,3,,,,,,,,,,
11887,wellknown,18,5,7,6,,,,,,,,,,
11888,lomein,18,6,9,3,,,,,,,,,,
11889,muscle,18,7,8,3,,,,,,,,,,
11890,grandpa,18,8,5,5,,,,,,,,,,
11891,distinction,18,5,6,7,,,,,,,,,,
11892,notices,18,9,6,3,,,,,,,,,,
11893,prospect,18,10,4,4,,,,,,,,,,
11894,blondie,18,8,7,3,,,,,,,,,,
11895,depression,18,8,4,6,,,,,,,,,,
11896,gutter,18,5,6,7,,,,,,,,,,
11897,stoner,18,8,6,4,,,,,,,,,,
11898,dally,18,5,7,6,,,,,,,,,,
11899,wha,18,5,9,4,,,,,,,,,,
11900,cuba,18,5,6,7,,,,,,,,,,
11901,douchebaggery,18,7,4,7,,,,,,,,,,
11902,aura,18,6,6,6,,,,,,,,,,
11903,piqued,18,7,6,5,,,,,,,,,,
11904,jean,18,6,5,7,,,,,,,,,,
11905,lest,18,6,9,3,,,,,,,,,,
11906,impulse,18,5,9,4,,,,,,,,,,
11907,ushered,18,8,5,5,,,,,,,,,,
11908,bcs,18,11,4,3,,,,,,,,,,
11909,heartburn,18,8,5,5,,,,,,,,,,
11910,skimped,18,13,3,2,,,,,,,,,,
11911,allot,18,10,7,1,,,,,,,,,,
11912,handicap,18,7,7,4,,,,,,,,,,
11913,dies,18,3,8,7,,,,,,,,,,
11914,velveeta,18,14,3,1,,,,,,,,,,
11915,nodded,18,9,6,3,,,,,,,,,,
11916,trendier,18,6,10,2,,,,,,,,,,
11917,coats,18,6,5,7,,,,,,,,,,
11918,gettogether,18,5,6,7,,,,,,,,,,
11919,warranty,18,4,3,11,,,,,,,,,,
11920,lagers,18,3,9,6,,,,,,,,,,
11921,assisted,18,8,7,3,,,,,,,,,,
11922,fattier,18,5,10,3,,,,,,,,,,
11923,jet,18,3,10,5,,,,,,,,,,
11924,mangoes,18,3,8,7,,,,,,,,,,
11925,fundito,18,5,10,3,,,,,,,,,,
11926,clutter,18,8,5,5,,,,,,,,,,
11927,washer,18,15,2,1,,,,,,,,,,
11928,crayons,18,11,5,2,,,,,,,,,,
11929,consult,18,5,8,5,,,,,,,,,,
11930,chevy,18,6,6,6,,,,,,,,,,
11931,memorized,18,6,5,7,,,,,,,,,,
11932,rivaled,18,3,9,6,,,,,,,,,,
11933,abroad,18,3,7,8,,,,,,,,,,
11934,pacifico,18,4,10,4,,,,,,,,,,
11935,minuses,18,11,7,0,,,,,,,,,,
11936,lasagne,18,5,9,4,,,,,,,,,,
11937,jarred,18,6,9,3,,,,,,,,,,
11938,defensive,18,9,6,3,,,,,,,,,,
11939,uttered,18,7,7,4,,,,,,,,,,
11940,drinkin,18,9,7,2,,,,,,,,,,
11941,microphone,18,6,7,5,,,,,,,,,,
11942,nana,18,6,8,4,,,,,,,,,,
11943,mbfgr,18,11,6,1,,,,,,,,,,
11944,vuitton,18,5,7,6,,,,,,,,,,
11945,overhaul,18,8,8,2,,,,,,,,,,
11946,whine,18,8,8,2,,,,,,,,,,
11947,actively,18,11,5,2,,,,,,,,,,
11948,homefries,18,7,5,6,,,,,,,,,,
11949,tingle,18,3,6,9,,,,,,,,,,
11950,trumps,18,4,11,3,,,,,,,,,,
11951,screwdriver,18,5,8,5,,,,,,,,,,
11952,scooper,18,8,1,9,,,,,,,,,,
11953,howie,18,5,3,10,,,,,,,,,,
11954,spacey,18,6,7,5,,,,,,,,,,
11955,majorly,18,6,8,4,,,,,,,,,,
11956,incomplete,18,11,4,3,,,,,,,,,,
11957,finale,18,2,7,9,,,,,,,,,,
11958,clientle,18,7,4,7,,,,,,,,,,
11959,jackie,18,5,5,8,,,,,,,,,,
11960,invariably,18,6,6,6,,,,,,,,,,
11961,wifes,18,8,5,5,,,,,,,,,,
11962,sword,18,5,9,4,,,,,,,,,,
11963,wipes,18,7,8,3,,,,,,,,,,
11964,slutty,18,11,6,1,,,,,,,,,,
11965,divorce,18,8,7,3,,,,,,,,,,
11966,ode,18,4,6,8,,,,,,,,,,
11967,gadzooks,18,3,6,9,,,,,,,,,,
11968,continental,18,7,8,3,,,,,,,,,,
11969,hysterical,18,6,7,5,,,,,,,,,,
11970,negro,18,7,6,5,,,,,,,,,,
11971,bajio,18,7,8,3,,,,,,,,,,
11972,newcomers,18,3,8,7,,,,,,,,,,
11973,grit,18,7,5,6,,,,,,,,,,
11974,farrelli,18,9,8,1,,,,,,,,,,
11975,praline,18,3,8,7,,,,,,,,,,
11976,travesty,18,10,4,4,,,,,,,,,,
11977,wafers,18,6,7,5,,,,,,,,,,
11978,cookbook,18,8,7,3,,,,,,,,,,
11979,thriving,18,4,8,6,,,,,,,,,,
11980,moonshine,18,7,7,4,,,,,,,,,,
11981,joseph,18,4,8,6,,,,,,,,,,
11982,souls,18,4,7,7,,,,,,,,,,
11983,swine,18,3,6,9,,,,,,,,,,
11984,picatta,18,1,10,7,,,,,,,,,,
11985,puerto,18,7,7,4,,,,,,,,,,
11986,singular,18,7,5,6,,,,,,,,,,
11987,victory,18,5,9,4,,,,,,,,,,
11988,kobalt,18,6,11,1,,,,,,,,,,
11989,thou,18,11,4,3,,,,,,,,,,
11990,bats,18,7,5,6,,,,,,,,,,
11991,cracks,18,8,8,2,,,,,,,,,,
11992,indulgences,18,3,13,2,,,,,,,,,,
11993,cred,18,8,5,5,,,,,,,,,,
11994,towns,18,5,10,3,,,,,,,,,,
11995,splashed,18,3,10,5,,,,,,,,,,
11996,standalone,18,6,8,4,,,,,,,,,,
11997,aileen,18,7,5,6,,,,,,,,,,
11998,altho,18,8,9,1,,,,,,,,,,
11999,burgundy,18,6,5,7,,,,,,,,,,
12000,momandpop,18,3,7,8,,,,,,,,,,
12001,alter,18,3,8,7,,,,,,,,,,
12002,collected,18,5,6,7,,,,,,,,,,
12003,stoli,18,4,10,4,,,,,,,,,,
