id,word,total num,low num,mid num,hig num
5079,elderly,64,28,23,13
5080,versus,101,28,52,21
5081,lord,101,28,40,33
5082,sf,104,28,43,33
5083,profit,47,28,10,9
5084,teach,60,28,11,21
5085,caters,72,28,35,9
5086,gratin,88,28,27,33
5087,reference,86,28,35,23
5088,papa,89,28,42,19
5089,easter,72,28,23,21
5090,joking,65,28,23,14
5091,feast,165,28,75,62
5092,gear,125,28,58,39
5093,dropout,90,28,49,13
5094,breadsticks,48,28,13,7
5095,bo,92,27,47,18
5096,task,61,27,20,14
5097,spinato,134,27,62,45
5098,chilada,41,27,9,5
5099,jerky,52,27,15,10
5100,frying,52,27,18,7
5101,aforementioned,92,27,40,25
5102,isolated,42,27,8,7
5103,carefully,101,27,43,31
5104,partake,100,27,41,32
5105,foul,46,27,13,6
5106,satay,84,27,40,17
5107,browsing,113,27,48,38
5108,perusing,79,27,26,26
5109,interestingly,57,27,24,6
5110,collection,179,27,82,70
5111,steel,86,27,33,26
5112,brussel,174,27,82,65
5113,classics,100,27,51,22
5114,dispenser,50,27,20,3
5115,minds,73,27,30,16
5116,techno,42,27,14,1
5117,kiss,99,27,51,21
5118,imitation,43,27,12,4
5119,separated,73,27,33,13
5120,robin,60,27,22,11
5121,ghost,62,27,24,11
5122,bulgogi,71,27,28,16
5123,lesser,48,27,9,12
5124,hooked,254,27,108,119
5125,phoenician,103,27,29,47
5126,harlow,56,27,19,10
5127,ceasar,69,27,28,14
5128,lox,99,27,47,25
5129,boutique,123,27,58,38
5130,faced,90,27,38,25
5131,james,112,27,36,49
5132,compelled,71,27,21,23
5133,bison,93,27,43,23
5134,sudden,60,27,21,12
5135,wich,52,27,18,7
5136,honesty,72,27,31,14
5137,di,118,27,42,49
5138,pairing,144,27,49,68
5139,med,74,27,34,13
5140,tabs,45,27,15,3
5141,clarendon,121,27,55,39
5142,dijon,78,27,35,16
5143,bok,79,27,33,19
5144,peppery,98,27,45,26
5145,figuring,56,27,16,13
5146,aisles,163,27,71,65
5147,harley,65,27,23,15
5148,bon,94,27,35,32
5149,registers,61,27,19,15
5150,abundance,73,27,24,22
5151,cave,132,27,70,35
5152,re,55,27,11,17
5153,rudeness,31,27,3,1
5154,sweating,62,27,25,10
5155,browse,135,27,71,37
5156,ethnic,140,27,71,42
5157,deepfried,62,27,23,12
5158,blasting,48,27,15,6
5159,respectable,71,27,30,14
5160,sonora,62,27,15,20
5161,instant,102,27,32,43
5162,geared,51,27,17,7
5163,listing,66,27,14,25
5164,punk,74,27,38,9
5165,vicinity,74,27,36,11
5166,kills,52,27,17,8
5167,screams,61,27,20,14
5168,cane,94,27,45,22
5169,jelly,157,27,78,52
5170,belgian,118,27,57,34
5171,deliciously,166,27,75,64
5172,supper,95,27,48,20
5173,cone,126,27,46,53
5174,java,94,27,36,31
5175,confident,75,27,27,21
5176,ethiopian,130,27,57,46
5177,lick,101,27,36,38
5178,beignets,102,27,53,22
5179,afterthought,48,27,12,9
5180,farmhouse,55,27,13,15
5181,louder,58,27,23,8
5182,describing,75,27,25,23
5183,labor,70,27,22,21
5184,brave,93,27,46,20
5185,ruins,42,27,13,2
5186,jambalaya,69,27,27,15
5187,finds,107,27,52,28
5188,gap,60,27,25,8
5189,ahem,66,27,24,15
5190,sips,67,27,29,11
5191,goal,84,27,29,28
5192,patiently,69,27,26,16
5193,consuming,58,27,19,12
5194,debating,62,27,23,12
5195,max,92,27,37,28
5196,myst,32,27,4,1
5197,darts,101,27,51,23
5198,cultural,109,27,42,40
5199,signed,86,27,37,22
5200,determined,77,27,19,31
5201,suitable,60,27,24,9
5202,gray,50,27,14,9
5203,ship,60,27,16,17
5204,jose,81,27,36,18
5205,biersch,53,27,21,5
5206,gritty,54,27,16,11
5207,chaotic,62,27,24,11
5208,johns,57,27,20,10
5209,kong,103,27,52,24
5210,pluses,44,27,15,2
5211,coal,75,27,24,24
5212,revisit,69,27,29,13
5213,leaning,51,26,19,6
5214,rocket,120,26,47,47
5215,math,53,26,17,10
5216,kiltlifter,100,26,40,34
5217,porter,108,26,41,41
5218,upcharge,54,26,24,4
5219,info,113,26,46,41
5220,brag,47,26,14,7
5221,ufc,57,26,28,3
5222,offputting,58,26,26,6
5223,battle,79,26,30,23
5224,stumble,97,26,46,25
5225,squishy,38,26,9,3
5226,nourish,47,26,14,7
5227,misses,66,26,36,4
5228,exclusive,59,26,15,18
5229,mandarin,78,26,30,22
5230,agave,106,26,44,36
5231,singer,75,26,30,19
5232,apricot,111,26,47,38
5233,lay,92,26,41,25
5234,flowing,86,26,34,26
5235,bolognese,97,26,42,29
5236,promotion,54,26,23,5
5237,purchasing,74,26,23,25
5238,notable,69,26,24,19
5239,snag,92,26,38,28
5240,cops,49,26,17,6
5241,shank,83,26,29,28
5242,anxious,66,26,27,13
5243,contents,60,26,22,12
5244,cranberries,94,26,34,34
5245,overcharged,28,26,1,1
5246,arguing,31,26,4,1
5247,crush,94,26,40,28
5248,amateur,42,26,11,5
5249,versions,96,26,44,26
5250,causing,46,26,15,5
5251,creations,125,26,44,55
5252,rotating,130,26,57,47
5253,rancid,30,26,2,2
5254,glorified,41,26,11,4
5255,fryer,55,26,19,10
5256,frustration,48,26,18,4
5257,insulting,27,26,0,1
5258,nick,81,26,39,16
5259,taylor,87,26,44,17
5260,alice,66,26,29,11
5261,tartar,94,26,42,26
5262,nostalgia,70,26,32,12
5263,impressions,55,26,22,7
5264,farmers,171,26,74,71
5265,fountains,81,26,30,25
5266,brian,83,26,25,32
5267,drift,95,26,44,25
5268,japan,94,26,27,41
5269,flirting,43,26,11,6
5270,greatness,80,26,22,32
5271,kevin,107,26,41,40
5272,expense,62,26,15,21
5273,label,63,26,15,22
5274,defense,51,26,18,7
5275,guide,108,26,43,39
5276,salon,94,26,33,35
5277,string,91,26,32,33
5278,wore,66,26,27,13
5279,grandmother,98,26,46,26
5280,regard,55,26,17,12
5281,closet,78,26,24,28
5282,affair,103,26,37,40
5283,sitdown,85,26,44,15
5284,holds,114,26,52,36
5285,corona,52,26,17,9
5286,stronger,63,26,30,7
5287,activities,116,26,45,45
5288,judgment,43,26,12,5
5289,cheerful,109,26,52,31
5290,clock,69,26,29,14
5291,nfl,61,26,24,11
5292,vehicle,71,26,27,18
5293,television,70,26,28,16
5294,brats,85,26,41,18
5295,entertain,67,26,25,16
5296,rows,120,26,49,45
5297,august,94,26,41,27
5298,enthusiasm,59,26,21,12
5299,irritating,42,26,14,2
5300,goodbye,62,26,16,20
5301,shopper,69,26,21,22
5302,specialties,74,26,28,20
5303,marshmallow,115,26,44,45
5304,brilliant,146,26,55,65
5305,birthdays,94,26,37,31
5306,society,68,26,20,22
5307,existed,127,26,53,48
5308,challenging,92,26,42,24
5309,hottest,69,26,22,21
5310,rotten,39,26,7,6
5311,sunflower,111,26,42,43
5312,touching,65,26,27,12
5313,rates,71,26,22,23
5314,maggiano,43,26,12,5
5315,texting,43,26,9,8
5316,tortas,130,26,65,39
5317,overkill,44,26,11,7
5318,dan,109,26,43,40
5319,eggrolls,82,26,35,21
5320,oreganos,68,26,27,15
5321,proved,71,26,27,18
5322,accompaniment,92,26,39,27
5323,munchies,81,26,35,20
5324,phones,56,26,21,9
5325,oils,116,26,50,40
5326,blaring,45,26,13,6
5327,crostini,62,26,20,16
5328,merry,98,26,39,33
5329,resturant,91,26,31,34
5330,fatburger,40,26,11,3
5331,bush,39,25,8,6
5332,drown,56,25,19,12
5333,mirror,74,25,35,14
5334,sp,102,25,44,33
5335,rogue,89,25,40,24
5336,concerts,88,25,32,31
5337,outer,83,25,40,18
5338,clients,108,25,52,31
5339,tilted,49,25,21,3
5340,drinkers,85,25,36,24
5341,adovada,122,25,43,54
5342,thaiger,73,25,36,12
5343,stringy,39,25,10,4
5344,vacation,144,25,60,59
5345,slathered,69,25,29,15
5346,bungalow,90,25,49,16
5347,december,114,25,52,37
5348,delivers,136,25,56,55
5349,coated,91,25,43,23
5350,estate,64,25,25,14
5351,stressed,58,25,22,11
5352,rim,81,25,29,27
5353,awards,78,25,28,25
5354,pun,71,25,28,18
5355,ms,69,25,20,24
5356,cooled,63,25,28,10
5357,yoga,112,25,51,36
5358,seasons,116,25,59,32
5359,flustered,39,25,11,3
5360,improvements,51,25,18,8
5361,worthwhile,67,25,28,14
5362,fieri,50,25,12,13
5363,senior,57,25,17,15
5364,damned,99,25,38,36
5365,tostadas,107,25,54,28
5366,muddled,76,25,31,20
5367,thanked,83,25,31,27
5368,drives,73,25,33,15
5369,fancier,70,25,31,14
5370,letdown,37,25,10,2
5371,geisha,82,25,40,17
5372,pillows,82,25,32,25
5373,length,82,25,37,20
5374,scheme,62,25,26,11
5375,toys,147,25,63,59
5376,crossed,64,25,22,17
5377,allinall,53,25,23,5
5378,balcony,88,25,45,18
5379,sprinkle,77,25,30,22
5380,suffered,44,25,12,7
5381,jamaican,74,25,32,17
5382,feeding,68,25,20,23
5383,condescending,33,25,5,3
5384,cranky,37,25,9,3
5385,monthly,111,25,53,33
5386,spoons,88,25,30,33
5387,shuttle,82,25,40,17
5388,unsure,79,25,33,21
5389,cd,108,25,42,41
5390,prepackaged,64,25,27,12
5391,wicked,103,25,46,32
5392,anticipation,66,25,25,16
5393,layers,109,25,42,42
5394,imported,133,25,58,50
5395,bob,87,25,40,22
5396,finest,153,25,50,78
5397,pitas,121,25,73,23
5398,confit,90,25,30,35
5399,broad,63,25,23,15
5400,ken,88,25,35,28
5401,fence,70,25,28,17
5402,handy,80,25,32,23
5403,stove,46,25,14,7
5404,renovation,57,25,19,13
5405,akin,51,25,17,9
5406,dusty,51,25,16,10
5407,downgrade,35,25,6,4
5408,elbow,66,25,33,8
5409,remainder,55,25,22,8
5410,furthermore,49,25,19,5
5411,updating,84,25,32,27
5412,peppered,79,25,33,21
5413,labeled,80,25,36,19
5414,outing,108,25,55,28
5415,treating,42,25,8,9
5416,gun,68,25,26,17
5417,steady,72,25,33,14
5418,uncooked,39,25,8,6
5419,gallon,77,25,39,13
5420,offended,48,25,15,8
5421,throat,66,25,22,19
5422,televisions,83,25,46,12
5423,importantly,160,25,65,70
5424,lupe,41,25,12,4
5425,behold,79,25,27,27
5426,mug,85,25,43,17
5427,charlie,101,25,34,42
5428,uni,72,25,22,25
5429,greater,105,25,43,37
5430,artisan,104,25,44,35
5431,struggle,49,25,10,14
5432,reflected,42,25,9,8
5433,cinema,90,25,32,33
5434,layered,98,25,31,42
5435,copy,71,25,26,20
5436,gag,39,25,7,7
5437,cigar,79,25,30,24
5438,betty,97,25,35,37
5439,ironic,51,25,20,6
5440,wannabe,46,25,13,8
5441,smallish,64,25,26,13
5442,satisfaction,67,25,17,25
5443,traveling,94,25,37,32
5444,juices,179,25,105,49
5445,prix,66,25,24,17
5446,burrata,118,25,42,51
5447,yada,41,25,10,6
5448,orleans,69,25,26,18
5449,swallow,41,25,8,8
5450,dumpling,94,25,46,23
5451,congealed,32,25,6,1
5452,liberty,167,25,76,66
5453,raviolis,61,25,21,15
5454,tropical,114,25,54,35
5455,majerle,58,25,27,6
5456,ginormous,98,25,46,27
5457,encourage,104,25,37,42
5458,gardens,115,25,39,51
5459,zing,69,25,30,14
5460,moore,79,25,27,27
5461,hired,42,25,10,7
5462,outback,90,25,17,48
5463,frills,98,25,44,29
5464,yucca,111,25,69,17
5465,compensate,41,25,10,6
5466,ipod,60,25,22,13
5467,buca,57,25,25,7
5468,stench,28,25,3,0
5469,january,87,25,36,26
5470,rosie,76,25,40,11
5471,coolest,162,25,57,80
5472,imho,73,25,32,16
5473,douchebag,39,25,6,8
5474,lying,71,25,24,22
5475,daughters,69,25,32,12
5476,outrageously,45,25,16,4
5477,breweries,76,25,27,24
5478,physically,40,25,7,8
5479,stacy,78,25,34,19
5480,deviled,95,25,40,30
5481,creates,81,25,27,29
5482,hong,98,25,52,21
5483,europe,78,25,28,25
5484,jared,127,25,52,50
5485,flautas,61,24,24,13
5486,continually,48,24,10,14
5487,inflated,30,24,3,3
5488,claims,67,24,24,19
5489,baklava,164,24,75,65
5490,blanc,103,24,44,35
5491,april,89,24,36,29
5492,limes,55,24,21,10
5493,quinoa,101,24,50,27
5494,molinos,55,24,16,15
5495,stained,53,24,22,7
5496,remains,103,24,38,41
5497,puke,32,24,6,2
5498,humongous,62,24,24,14
5499,slab,89,24,46,19
5500,siu,59,24,29,6
5501,gang,52,24,17,11
5502,pal,80,24,37,19
5503,moira,54,24,24,6
5504,lips,113,24,50,39
5505,bubbles,64,24,25,15
5506,halloween,115,24,46,45
5507,xmas,61,24,14,23
5508,jim,103,24,46,33
5509,eggroll,45,24,12,9
5510,ck,68,24,20,24
5511,boneless,111,24,64,23
5512,applebees,41,24,9,8
5513,duce,60,24,26,10
5514,conscious,80,24,38,18
5515,garnished,89,24,41,24
5516,moms,73,24,36,13
5517,rubber,43,24,13,6
5518,impeccable,220,24,66,130
5519,mascarpone,120,24,45,51
5520,shiny,83,24,40,19
5521,cabana,55,24,9,22
5522,suffer,62,24,29,9
5523,drama,45,24,18,3
5524,amy,90,24,45,21
5525,smashed,65,24,24,17
5526,meetings,91,24,38,29
5527,torture,50,24,13,13
5528,aloha,66,24,24,18
5529,prickly,107,24,45,38
5530,position,53,24,22,7
5531,boasts,70,24,27,19
5532,lining,70,24,30,16
5533,ping,63,24,31,8
5534,unit,65,24,29,12
5535,mains,62,24,26,12
5536,roka,147,24,43,80
5537,dreams,127,24,42,61
5538,residents,63,24,21,18
5539,cubed,45,24,14,7
5540,vendor,60,24,21,15
5541,bustling,100,24,44,32
5542,vibrant,94,24,36,34
5543,foreign,94,24,45,25
5544,schnitzel,96,24,38,34
5545,succulent,130,24,53,53
5546,communication,40,24,13,3
5547,empanadas,114,24,54,36
5548,shoestring,84,24,40,20
5549,refrigerator,65,24,21,20
5550,plants,134,24,38,72
5551,reaching,50,24,15,11
5552,displays,77,24,28,25
5553,unseasoned,29,24,4,1
5554,tear,97,24,36,37
5555,keys,68,24,26,18
5556,mental,66,24,29,13
5557,cured,87,24,33,30
5558,fixings,77,24,35,18
5559,produced,57,24,19,14
5560,wake,87,24,30,33
5561,chickens,61,24,26,11
5562,bullshit,51,24,15,12
5563,gamble,41,24,15,2
5564,toffee,114,24,33,57
5565,elevator,102,24,55,23
5566,bothering,34,24,7,3
5567,mindblowing,45,24,15,6
5568,facilities,85,24,32,29
5569,flo,74,24,35,15
5570,palatable,45,24,14,7
5571,communal,78,24,35,19
5572,mode,63,24,26,13
5573,clerk,44,24,14,6
5574,assistance,51,24,17,10
5575,situated,116,24,53,39
5576,decoration,71,24,28,19
5577,spirit,91,24,37,30
5578,beg,54,24,14,16
5579,generously,106,24,52,30
5580,gruyere,114,24,56,34
5581,mondays,163,24,76,63
5582,pole,56,24,23,9
5583,chewing,50,24,18,8
5584,tin,59,24,20,15
5585,nosh,80,24,27,29
5586,marginal,31,24,5,2
5587,competitors,53,24,17,12
5588,witnessed,46,24,17,5
5589,knees,70,24,18,28
5590,springs,54,24,19,11
5591,useful,55,24,20,11
5592,popularity,64,24,25,15
5593,neighboring,71,24,29,18
5594,peppercorn,82,24,38,20
5595,lentils,86,24,40,22
5596,costing,42,24,10,8
5597,scenery,92,24,35,33
5598,cork,91,24,30,37
5599,marsala,76,24,27,25
5600,cannoli,119,24,40,55
5601,hum,49,24,19,6
5602,rcb,50,24,18,8
5603,moderate,89,24,43,22
5604,grated,67,24,28,15
5605,tears,61,24,15,22
5606,perused,78,24,37,17
5607,inconvenience,45,24,15,6
5608,electric,61,24,26,11
5609,doughnut,53,24,17,12
5610,groupons,60,24,29,7
5611,kimchi,106,24,50,32
5612,thursdays,93,24,39,30
5613,bin,54,24,22,8
5614,reminder,45,24,10,11
5615,tokyo,80,24,29,27
5616,combine,95,24,39,32
5617,aloof,38,24,11,3
5618,menudo,55,24,23,8
5619,cantina,54,24,24,6
5620,sons,51,24,13,14
5621,atleast,51,24,18,9
5622,blond,44,24,13,7
5623,vang,78,24,31,23
5624,dines,57,24,26,7
5625,jacket,83,24,40,19
5626,profile,71,23,23,25
5627,downfall,75,23,40,12
5628,diablo,72,23,38,11
5629,cashew,75,23,24,28
5630,urge,76,23,34,19
5631,entertained,99,23,47,29
5632,formula,51,23,17,11
5633,inlaws,78,23,35,20
5634,learning,100,23,39,38
5635,recognized,90,23,36,31
5636,baskets,66,23,25,18
5637,inexperienced,32,23,8,1
5638,boobs,48,23,18,7
5639,biting,52,23,14,15
5640,pat,79,23,31,25
5641,residential,67,23,30,14
5642,powered,44,23,14,7
5643,styles,101,23,43,35
5644,lemons,55,23,18,14
5645,crispiness,50,23,19,8
5646,yup,119,23,42,54
5647,chit,46,23,10,13
5648,minded,56,23,21,12
5649,lemony,71,23,26,22
5650,enjoys,91,23,33,35
5651,ripe,78,23,34,21
5652,beneath,39,23,4,12
5653,certificates,47,23,17,7
5654,restrictions,55,23,20,12
5655,artificial,52,23,17,12
5656,orzo,64,23,30,11
5657,bypass,49,23,15,11
5658,melty,89,23,42,24
5659,topnotch,116,23,37,56
5660,demand,57,23,19,15
5661,glorious,122,23,52,47
5662,skirts,40,23,12,5
5663,jars,108,23,48,37
5664,yasu,90,23,28,39
5665,reduction,110,23,55,32
5666,ultra,96,23,39,34
5667,lasted,69,23,23,23
5668,cherries,101,23,32,46
5669,carbonara,58,23,24,11
5670,activity,111,23,49,39
5671,comfortably,88,23,42,23
5672,float,99,23,52,24
5673,ma,47,23,10,14
5674,stinky,46,23,17,6
5675,interaction,50,23,15,12
5676,noir,100,23,45,32
5677,verdict,53,23,17,13
5678,loyalty,93,23,32,38
5679,cure,86,23,37,26
5680,hillside,43,23,17,3
5681,complemented,73,23,31,19
5682,drip,91,23,43,25
5683,drivers,60,23,25,12
5684,lush,113,23,38,52
5685,trashy,42,23,13,6
5686,purses,56,23,20,13
5687,packs,107,23,42,42
5688,backs,61,23,25,13
5689,miniature,62,23,22,17
5690,listened,78,23,23,32
5691,qualities,45,23,13,9
5692,priority,49,23,16,10
5693,tow,95,23,49,23
5694,junkie,76,23,34,19
5695,newly,91,23,45,23
5696,jello,56,23,19,14
5697,embarrassing,66,23,26,17
5698,shrugged,34,23,7,4
5699,worlds,69,23,24,22
5700,concessions,64,23,30,11
5701,busters,42,23,16,3
5702,qdoba,44,23,13,8
5703,diamondbacks,58,23,20,15
5704,identify,43,23,15,5
5705,scoops,102,23,38,41
5706,supreme,79,23,28,28
5707,expansive,94,23,42,29
5708,pancetta,129,23,67,39
5709,outoftown,68,23,21,24
5710,hillstone,69,23,22,24
5711,vermicelli,86,23,48,15
5712,pressure,74,23,31,20
5713,determine,48,23,10,15
5714,bloom,66,23,21,22
5715,minority,34,23,8,3
5716,shrimps,52,23,21,8
5717,stepping,82,23,31,28
5718,connoisseur,97,23,50,24
5719,theatres,78,23,39,16
5720,mega,44,23,16,5
5721,whereas,54,23,20,11
5722,slid,43,23,15,5
5723,custom,135,23,49,63
5724,tempting,120,23,62,35
5725,waaaay,45,23,17,5
5726,idiots,48,23,16,9
5727,oldest,66,23,22,21
5728,latenight,56,23,24,9
5729,slop,31,23,8,0
5730,dodge,51,23,17,11
5731,douchey,40,23,15,2
5732,method,68,23,26,19
5733,lisa,95,23,50,22
5734,sylvia,40,23,17,0
5735,airports,87,23,44,20
5736,sunglasses,61,23,19,19
5737,fettuccine,58,23,19,16
5738,yogurtland,119,23,38,58
5739,assessment,38,23,9,6
5740,slivers,44,23,17,4
5741,rocky,102,23,48,31
5742,descriptions,92,23,47,22
5743,lump,56,23,22,11
5744,cougar,48,23,16,9
5745,shaking,54,23,15,16
5746,gosh,101,23,22,56
5747,outfit,69,23,29,17
5748,luna,65,23,27,15
5749,caliber,69,23,26,20
5750,relative,79,23,41,15
5751,lake,117,23,44,50
5752,pearl,86,23,41,22
5753,formed,55,23,24,8
5754,gummy,69,23,31,15
5755,connection,58,23,21,14
5756,stunned,40,23,7,10
5757,unorganized,30,23,6,1
5758,okra,122,23,48,51
5759,interrupted,33,23,7,3
5760,robyn,83,23,19,41
5761,squares,58,22,22,14
5762,answers,62,22,25,15
5763,unreasonable,43,22,19,2
5764,critical,62,22,22,18
5765,circumstances,42,22,8,12
5766,vegans,82,22,36,24
5767,complementary,71,22,33,16
5768,margs,75,22,39,14
5769,philadelphia,61,22,21,18
5770,squished,35,22,11,2
5771,overlooked,75,22,29,24
5772,arrangement,52,22,22,8
5773,yorker,70,22,28,20
5774,border,70,22,27,21
5775,cloth,67,22,27,18
5776,lone,63,22,28,13
5777,iffy,49,22,20,7
5778,slapped,33,22,7,4
5779,imagined,77,22,30,25
5780,mask,50,22,19,9
5781,lifetime,76,22,28,26
5782,twin,61,22,27,12
5783,eaters,139,22,68,49
5784,ehhh,30,22,7,1
5785,diego,109,22,43,44
5786,panko,81,22,32,27
5787,vote,71,22,32,17
5788,senses,68,22,26,20
5789,nowadays,56,22,21,13
5790,keen,56,22,22,12
5791,turnover,60,22,28,10
5792,wobbly,37,22,14,1
5793,vinyl,98,22,40,36
5794,smoothies,101,22,48,31
5795,caffeine,99,22,45,32
5796,heirloom,119,22,38,59
5797,wrapping,60,22,23,15
5798,mirrors,66,22,28,16
5799,frequented,104,22,54,28
5800,unusually,47,22,16,9
5801,tableside,99,22,43,34
5802,wax,60,22,24,14
5803,awfully,38,22,11,5
5804,uneven,39,22,14,3
5805,handicapped,46,22,21,3
5806,kicking,85,22,42,21
5807,scallions,77,22,36,19
5808,modest,74,22,27,25
5809,overflowing,59,22,26,11
5810,perform,80,22,37,21
5811,decides,41,22,10,9
5812,bum,47,22,18,7
5813,bubbly,90,22,48,20
5814,shuffleboard,60,22,30,8
5815,cap,85,22,28,35
5816,sierra,74,22,29,23
5817,forgetful,32,22,8,2
5818,damage,60,22,25,13
5819,wong,47,22,11,14
5820,kettle,91,22,43,26
5821,journey,97,22,38,37
5822,flew,66,22,26,18
5823,latin,118,22,47,49
5824,markets,90,22,41,27
5825,plant,92,22,32,38
5826,colleague,68,22,33,13
5827,murphy,60,22,30,8
5828,bratwurst,72,22,28,22
5829,stinks,36,22,9,5
5830,humor,74,22,32,20
5831,gouda,96,22,39,35
5832,bachelorette,72,22,35,15
5833,peoples,52,22,20,10
5834,overcrowded,40,22,14,4
5835,fallen,87,22,33,32
5836,wrapper,50,22,21,7
5837,platters,98,22,56,20
5838,cardinals,69,22,33,14
5839,existence,47,22,15,10
5840,auditorium,49,22,13,14
5841,maintain,53,22,16,15
5842,bagged,44,22,12,10
5843,visually,63,22,27,14
5844,hesitate,119,22,65,32
5845,skimp,111,22,47,42
5846,locale,75,22,31,22
5847,primary,53,22,19,12
5848,demanding,38,22,10,6
5849,munch,91,22,45,24
5850,jaded,27,22,1,4
5851,monte,67,22,25,20
5852,cristo,59,22,23,14
5853,innovative,75,22,33,20
5854,channel,67,22,24,21
5855,radius,66,22,26,18
5856,spongy,56,22,21,13
5857,century,66,22,29,15
5858,uninspiring,28,22,6,0
5859,moisture,47,22,20,5
5860,nonalcoholic,68,22,24,22
5861,fifth,95,22,55,18
5862,ad,69,22,27,20
5863,tolerate,43,22,14,7
5864,palatte,60,22,27,11
5865,puff,100,22,51,27
5866,dash,72,22,34,16
5867,anywho,79,22,40,17
5868,nondescript,74,22,34,18
5869,tastebuds,90,22,35,33
5870,indicate,40,22,9,9
5871,vacant,38,22,9,7
5872,rank,61,22,27,12
5873,organ,56,22,20,14
5874,vindaloo,88,22,37,29
5875,twelve,52,22,14,16
5876,paul,71,22,16,33
5877,sack,56,22,17,17
5878,caution,73,22,35,16
5879,doughnuts,69,22,33,14
5880,flemings,90,22,26,42
5881,princess,82,22,33,27
5882,filiberto,41,22,10,9
5883,cigarettes,49,22,20,7
5884,horrific,34,22,8,4
5885,coors,52,22,24,6
5886,quietly,54,22,23,9
5887,shrug,31,22,9,0
5888,boots,79,22,22,35
5889,caribbean,89,22,34,33
5890,pointless,29,22,7,0
5891,untouched,35,22,9,4
5892,smoothly,83,22,39,22
5893,secure,63,22,30,11
5894,holidays,140,22,67,51
5895,grandparents,55,22,22,11
5896,chardonnay,89,22,33,34
5897,lavosh,90,22,44,24
5898,tile,53,22,19,12
5899,brokers,42,22,16,4
5900,weekdays,101,22,46,33
5901,brief,92,22,42,28
5902,paris,113,22,45,46
5903,peel,64,22,24,18
5904,mail,76,22,34,20
5905,stays,113,22,46,45
5906,persian,122,22,61,39
5907,inhouse,88,22,39,27
5908,poke,68,22,38,8
5909,fe,69,22,32,15
5910,proceeds,40,22,5,13
5911,scone,89,22,48,19
5912,tony,87,22,44,21
5913,carin,109,22,59,28
5914,carlos,51,21,21,9
5915,bubble,79,21,31,27
5916,macadamia,88,21,44,23
5917,periods,36,21,10,5
5918,windsor,187,21,86,80
5919,introduce,92,21,31,40
5920,proceed,40,21,13,6
5921,abysmal,23,21,1,1
5922,louis,84,21,37,26
5923,tuck,127,21,53,53
5924,shoved,37,21,12,4
5925,varying,68,21,33,14
5926,preparing,86,21,34,31
5927,wed,69,21,31,17
5928,carmelized,76,21,38,17
5929,suited,62,21,26,15
5930,picks,78,21,29,28
5931,alike,131,21,54,56
5932,zip,54,21,26,7
5933,portillo,113,21,33,59
5934,mmmmm,151,21,70,60
5935,poker,64,21,27,16
5936,invest,43,21,14,8
5937,paintings,90,21,41,28
5938,spicey,47,21,16,10
5939,laughable,26,21,4,1
5940,linguine,57,21,21,15
5941,wears,45,21,18,6
5942,maker,74,21,25,28
5943,lid,58,21,22,15
5944,pinto,76,21,37,18
5945,inspection,36,21,10,5
5946,trusted,47,21,17,9
5947,escorted,45,21,12,12
5948,blatantly,28,21,6,1
5949,overs,86,21,41,24
5950,piper,31,21,8,2
5951,malibu,37,21,9,7
5952,exhausted,54,21,16,17
5953,laptop,116,21,54,41
5954,frittata,68,21,30,17
5955,austin,67,21,34,12
5956,precious,61,21,23,17
5957,shack,57,21,25,11
5958,amuse,98,21,28,49
5959,sterile,38,21,13,4
5960,cesar,93,21,40,32
5961,begging,47,21,14,12
5962,paninis,83,21,36,26
5963,magical,153,21,61,71
5964,wiz,63,21,35,7
5965,predictable,38,21,13,4
5966,kicker,45,21,9,15
5967,spill,53,21,14,18
5968,artists,141,21,52,68
5969,excuses,42,21,10,11
5970,hispanic,50,21,13,16
5971,hob,46,21,23,2
5972,kabobs,85,21,36,28
5973,humus,42,21,9,12
5974,ryan,82,21,35,26
5975,hosts,84,21,42,21
5976,frame,50,21,19,10
5977,le,77,21,27,29
5978,choy,70,21,31,18
5979,oversized,69,21,28,20
5980,shuffle,55,21,24,10
5981,sunset,151,21,71,59
5982,banging,46,21,13,12
5983,applewood,59,21,30,8
5984,jammed,57,21,23,13
5985,spam,70,21,33,16
5986,bikes,100,21,44,35
5987,alongside,81,21,34,26
5988,project,82,21,39,22
5989,sensation,49,21,13,15
5990,randomly,81,21,30,30
5991,draws,59,21,22,16
5992,hardy,48,21,18,9
5993,silent,57,21,21,15
5994,remedy,51,21,15,15
5995,seattle,97,21,47,29
5996,pecorino,58,21,18,19
5997,sunup,42,21,16,5
5998,payment,48,21,15,12
5999,nello,70,21,39,10
6000,ironically,55,21,26,8
6001,sundaes,67,21,23,23
6002,visual,63,21,24,18
6003,apologizing,40,21,13,6
6004,announced,39,21,10,8
6005,electronic,53,21,22,10
6006,requires,63,21,24,18
6007,indication,50,21,14,15
6008,molten,42,21,12,9
6009,parsley,57,21,20,16
6010,acid,48,21,13,14
6011,wreck,39,21,15,3
6012,nypd,58,21,24,13
6013,pane,118,21,46,51
6014,hats,95,21,41,33
6015,insist,38,21,6,11
6016,void,55,21,18,16
6017,glassware,37,21,12,4
6018,fixe,65,21,24,20
6019,shaker,59,21,28,10
6020,toddlers,38,21,7,10
6021,smack,71,21,24,26
6022,michigan,64,21,22,21
6023,riesling,76,21,34,21
